Protein,Betweenness
GRMZM2G148052_P01,1037.0675166163232
GRMZM2G148441_P01,1729.269514774472
GRMZM2G148969_P01,645.34449677925
GRMZM2G149273_P01,908.7295175049074
GRMZM2G149580_P01,125.61101725491919
GRMZM2G150134_P01,216.9607464207489
GRMZM2G150893_P02,398.80609404656593
GRMZM2G150907_P01,1880.9394226576533
GRMZM2G152135_P03,6016.1597048863
GRMZM2G152354_P01,2998.8848014695877
GRMZM2G152801_P01,4182.074293679444
GRMZM2G153359_P01,5855.55517939141
GRMZM2G154652_P01,2302.166343218219
GRMZM2G154752_P01,1148.325138992076
GRMZM2G154828_P01,1295.6048743654414
GRMZM2G154870_P01,1190.2314369606456
GRMZM2G156162_P06,7385.401572191788
GRMZM2G157263_P01,51705.99117886599
GRMZM2G158039_P02,298658.0002330967
GRMZM2G158342_P01,1830.8440842171378
GRMZM2G159179_P01,2020.3981503896573
GRMZM2G159353_P01,1240.1030960776432
GRMZM2G159807_P01,1647.779506836019
GRMZM2G160062_P01,830.6040458137784
GRMZM2G160763_P01,1547.1671230345441
GRMZM2G161169_P01,1733.5986654800402
GRMZM2G161472_P01,802.9797218937856
GRMZM2G162158_P01,5232.432092194842
GRMZM2G162737_P01,1115.454199539673
GRMZM2G162758_P01,1588.163140366126
GRMZM2G163008_P01,13090.065227555931
GRMZM2G163683_P01,3718.54490561528
GRMZM2G163774_P01,886.3539104780721
GRMZM2G164036_P01,1984.29543842083
GRMZM2G164074_P01,1293.3791269415372
GRMZM2G164318_P01,4321.459861912731
GRMZM2G166616_P01,4959.832684546694
GRMZM2G166639_P01,5841.4048578875445
GRMZM2G166853_P01,3789.7456547948277
GRMZM2G167336_P01,1060.0700794344705
GRMZM2G167549_P05,1727.9204011531083
GRMZM2G167673_P01,1477.3148555380646
GRMZM2G167698_P01,1463.0460574249776
GRMZM2G167986_P01,864.693059533803
GRMZM2G168016_P01,2586.3236074591723
GRMZM2G168143_P01,13185.79810853954
GRMZM2G168382_P01,1436.3618593729113
GRMZM2G168392_P01,1142.279431636604
GRMZM2G168858_P01,13111.597802862647
GRMZM2G169182_P01,141710.45679522894
GRMZM2G170047_P01,1416.7729574989569
GRMZM2G171118_P01,1200.0101838738387
GRMZM2G171139_P01,1221.070661932019
GRMZM2G171390_P05,6736.056943556218
GRMZM2G172491_P01,1594.4140352246718
GRMZM2G175250_P01,1133.3708736838978
GRMZM2G175797_P02,4732.840353918147
GRMZM2G175818_P02,2572.0958183194844
GRMZM2G176085_P01,890.8969810537592
GRMZM2G176943_P01,977.5287230298578
GRMZM2G177384_P01,1654.778576828863
GRMZM2G177668_P01,1373.373862301695
GRMZM2G178351_P01,1373.9004438846016
GRMZM2G179143_P01,2875.70210779467
GRMZM2G179147_P02,1634.114400305119
GRMZM2G180082_P01,1318.4921930518933
GRMZM2G181236_P01,1226.226189979582
GRMZM2G181456_P01,1679.496784602467
GRMZM2G181542_P01,15136.07811116979
GRMZM2G302074_P01,930.6016456066004
GRMZM2G306998_P01,1766.919846961343
GRMZM2G312069_P01,1425.7784096837008
GRMZM2G312997_P01,5702.414904296012
GRMZM2G313750_P02,332289.7613527921
GRMZM2G316256_P01,657.50278923459
GRMZM2G319150_P01,6101.1257818047425
GRMZM2G320305_P01,10462.335999269993
GRMZM2G321033_P01,1589.9356571907215
GRMZM2G321839_P02,507.8856957527418
GRMZM2G323731_P01,12641.372034154194
GRMZM2G323830_P01,1627.0423405037777
GRMZM2G326114_P01,3296.657277877478
GRMZM2G326222_P01,970.2159187714307
GRMZM2G329029_P01,1710.1800611155497
GRMZM2G332423_P01,4715.765381816999
GRMZM2G339523_P01,2632.1599806060185
GRMZM2G341723_P01,3241.485778275219
GRMZM2G349187_P02,1335.5599832847877
GRMZM2G349709_P01,7034.437826134521
GRMZM2G350020_P01,1437.9971341380049
GRMZM2G351259_P02,2016.6270903286406
GRMZM2G358619_P01,42109.30823813909
GRMZM2G359127_P01,1625.630634983625
GRMZM2G363429_P01,30413.676945609954
GRMZM2G365774_P01,483.7795333642923
GRMZM2G368411_P01,4136.944884403782
GRMZM2G370745_P01,1364.2618784263482
GRMZM2G380247_P01,730.4703471805092
GRMZM2G382379_P02,119.890334053647
GRMZM2G384884_P01,978.9647108403486
GRMZM2G391684_P01,495.0890034227698
GRMZM2G394500_P01,486.87658452975603
GRMZM2G394688_P01,1364.4374571834674
GRMZM2G394783_P01,3770.5639881126535
GRMZM2G395728_P02,8597.87472065524
GRMZM2G396248_P01,1121.9642893429923
GRMZM2G397402_P01,1855.8732903994214
GRMZM2G399530_P01,1158.7604446286243
GRMZM2G400129_P01,3983.152643098291
GRMZM2G401179_P01,11524.084574891454
GRMZM2G401463_P01,1432.438560477065
GRMZM2G404676_P01,820.518839560768
GRMZM2G407650_P01,1909.1074414823422
GRMZM2G419342_P02,1391.0430487819433
GRMZM2G424804_P01,1692.5203385942557
GRMZM2G425127_P01,1829.0033637691852
GRMZM2G426175_P01,4531.21772578841
GRMZM2G427618_P01,5140.796380202087
GRMZM2G427815_P01,453.55747921100914
GRMZM2G428027_P01,66471.63514559354
GRMZM2G430729_P01,26301.9566770907
GRMZM2G431288_P01,1462.4617808103044
GRMZM2G432167_P01,1650.294700102718
GRMZM2G439422_P01,364.6339162085091
GRMZM2G441541_P02,65979.30784716218
GRMZM2G442008_P01,361.6107663535943
GRMZM2G446454_P01,1602.2762351811325
GRMZM2G450231_P01,1300.8437091087883
GRMZM2G450233_P01,485.28081113581396
GRMZM2G451939_P01,2698.5705730700165
GRMZM2G459563_P01,1218.7485527724866
GRMZM2G460406_P01,4075.8633385172034
GRMZM2G470442_P01,1315.5511912636744
GRMZM2G471357_P01,465.59135508183067
GRMZM2G476597_P01,942.8670662665792
GRMZM2G510303_P01,1104.5584926380636
GRMZM2G568636_P01,143362.64588897213
GRMZM2G702529_P01,1873.3402601515756
GRMZM5G810393_P01,883.7025029103276
GRMZM5G816561_P01,942.8670662665792
GRMZM5G822100_P01,1801.868009637725
GRMZM5G826824_P01,3344.223391974079
GRMZM5G830329_P02,1330.3935970654234
GRMZM5G836378_P01,29739.804633091404
GRMZM5G836610_P01,1587.6988736446049
GRMZM5G837869_P01,732.4590065713605
GRMZM5G843748_P02,192.78600560805177
GRMZM5G847159_P02,1330.3138920769593
GRMZM5G851862_P01,1640.4392347108783
GRMZM5G854264_P01,3869.490324688283
GRMZM5G866027_P01,1210.0209320488457
GRMZM5G875732_P02,1426.2588951003784
GRMZM5G878558_P01,21563.49584738813
GRMZM5G884985_P01,1526.7991038748328
GRMZM5G899349_P01,1876.6105119890963
GRMZM5G899851_P01,167864.65067246414
AC186606.4_FGP003,793.6605322842989
AC187157.4_FGP005,1143.7652073601562
AC198403.3_FGP001,809.1068896222023
AC198979.4_FGP009,1472.708746249777
AC200038.4_FGP011,7016.3615959222125
AC200057.4_FGP007,287.3898586399076
AC202864.3_FGP002,709.2840009919016
AC203957.3_FGP004,1067.2625356239917
AC206165.3_FGP007,8388.55355800037
AC206951.3_FGP017,982.1733940113351
AC208905.3_FGP004,3491.2273177093857
AC208974.3_FGP001,25454.85180689414
AC210949.4_FGP003,2219.252936791677
AC212823.4_FGP003,94453.73914035132
AC214168.3_FGP001,75.76040953562736
AC216247.3_FGP001,3398.710828569893
AC232238.2_FGP004,1093.977732677326
AC235534.1_FGP007,1413.6682873656603
GRMZM2G000171_P01,208.0366425935293
GRMZM2G000686_P04,2546.0449448781114
GRMZM2G000842_P03,2181.83553317309
GRMZM2G001289_P01,532.0120654357548
GRMZM2G001924_P01,128344.07096196759
GRMZM2G002075_P01,2453.5152474840465
GRMZM2G002119_P01,60020.035417704
GRMZM2G002131_P01,180.4838395019708
GRMZM2G002225_P01,678.0249642557304
GRMZM2G002915_P01,2416.235901006407
GRMZM2G003304_P01,2892.669123293317
GRMZM2G003466_P01,1702.0790564040901
GRMZM2G003509_P01,1551.65710507016
GRMZM2G003551_P01,3250.4305449325057
GRMZM2G004334_P01,1316.3633014191716
GRMZM2G004641_P01,70.00804932626868
GRMZM2G004957_P01,414.9621791439187
GRMZM2G005301_P01,730.9527980518951
GRMZM2G005624_P01,895.2496681663562
GRMZM2G005815_P01,4326.11807838339
GRMZM2G006363_P01,823.1463199525998
GRMZM2G006578_P03,1608.7701587070612
GRMZM2G006736_P01,4187.195286059036
GRMZM2G006745_P02,49118.271268470606
GRMZM2G007063_P01,394.9126101393476
GRMZM2G007406_P01,1015.5888154069276
GRMZM2G008166_P01,983.4163675982011
GRMZM2G008234_P01,1372.9874608637372
GRMZM2G008286_P01,4302.8640948178245
GRMZM2G009928_P01,186.89680814014235
GRMZM2G010100_P01,1274.0483697830587
GRMZM2G010871_P01,2092.881508625359
GRMZM2G010929_P02,1840.86949321235
GRMZM2G011110_P01,857.0155176464441
GRMZM2G011236_P01,1789.4221432258719
GRMZM2G011357_P01,12684.924951304043
GRMZM2G011588_P01,99.20449017516088
GRMZM2G011789_P01,2967.034580399036
GRMZM2G012999_P01,37973.69462108474
GRMZM2G013617_P01,12025.409520467465
GRMZM2G013657_P01,957.8775684996077
GRMZM2G015281_P01,1010.9747443106666
GRMZM2G015534_P01,440.97071778787216
GRMZM2G016079_P01,5567.125928067236
GRMZM2G016150_P01,250.60510363343693
GRMZM2G016434_P01,861.9210479032571
GRMZM2G017087_P02,999.9499130900866
GRMZM2G018138_P01,3776.7464275702923
GRMZM2G018398_P01,1344.1917794601206
GRMZM2G018589_P01,544.8983041931082
GRMZM2G018984_P02,648.09800037495
GRMZM2G019446_P01,30172.707557996204
GRMZM2G019907_P03,1832.425522050844
GRMZM2G020016_P01,21426.45304323336
GRMZM2G020054_P01,699.25877074929
GRMZM2G020150_P01,1049.3774438071812
GRMZM2G020548_P02,81691.9973667471
GRMZM2G020799_P01,1042.4096712849748
GRMZM2G021339_P01,2573.2726612735396
GRMZM2G021475_P01,5910.490773846874
GRMZM2G021573_P01,1197.151583554279
GRMZM2G021790_P01,1559.635220522496
GRMZM2G022359_P01,1350.137346726672
GRMZM2G022892_P01,175.56401140845807
GRMZM2G023708_P01,1288.8584576504438
GRMZM2G024851_P01,645.3206784180152
GRMZM2G024871_P01,1344.4128500141912
GRMZM2G025002_P01,934.4308353493731
GRMZM2G025062_P01,1110.6243655605242
GRMZM2G025685_P01,3353.9038111748396
GRMZM2G025812_P01,3556.328681647494
GRMZM2G026157_P01,7903.999723875368
GRMZM2G026223_P04,244.91898002394174
GRMZM2G026643_P02,482.7074191647951
GRMZM2G026742_P01,3885.489042266761
GRMZM2G026926_P01,4773.979951183359
GRMZM2G027976_P01,1392.764548366305
GRMZM2G028041_P01,87716.47981723369
GRMZM2G028151_P01,1479.8961726577559
GRMZM2G028386_P01,1409.56081912194
GRMZM2G028622_P01,1808.3138307426923
GRMZM2G029323_P01,6914.127102764813
GRMZM2G029979_P01,1702.2872971906056
GRMZM2G030280_P02,2407.9770245968343
GRMZM2G030877_P01,6105.884880213893
GRMZM2G031882_P02,10075.752965047484
GRMZM2G032339_P02,152.3142564328692
GRMZM2G032905_P01,123.24338162220708
GRMZM2G033230_P01,226.39041746594526
GRMZM2G034113_P01,88087.28536337348
GRMZM2G035092_P01,276.9118764690574
GRMZM2G037910_P01,9090.84166328587
GRMZM2G038015_P01,9591.775070021105
GRMZM2G038252_P02,10321.80040283808
GRMZM2G038303_P01,2666.1547764816532
GRMZM2G038878_P01,2733.7024103091658
GRMZM2G039112_P01,1507.4676584124056
GRMZM2G039828_P01,2656.9041648571465
GRMZM2G039870_P01,677.3326529260298
GRMZM2G040664_P01,13577.546090113041
GRMZM2G041127_P03,3781.808707100178
GRMZM2G041462_P01,3494.3143758230917
GRMZM2G041701_P01,1040.14155141906
GRMZM2G041839_P01,1216.6881976625848
GRMZM2G041996_P01,5721.24016174964
GRMZM2G042756_P01,5121.977937485649
GRMZM2G043600_P01,9160.17542297162
GRMZM2G044077_P01,1320.3247261801018
GRMZM2G044408_P01,193.53225100024486
GRMZM2G044576_P01,629.5524339661143
GRMZM2G044752_P01,1884.0865630441263
GRMZM2G045236_P01,5909.547345127635
GRMZM2G046885_P01,1488.9353807484986
GRMZM2G047448_P01,10891.145603338473
GRMZM2G047715_P01,2655.2280317889745
GRMZM2G047918_P01,740.2432941366743
GRMZM2G047999_P01,1123.593643057004
GRMZM2G048621_P01,822.2958789741515
GRMZM2G048850_P01,9559.80224950471
GRMZM2G049915_P01,36041.81018798201
GRMZM2G050851_P01,1223.06892657932
GRMZM2G050912_P01,1345.8759638384156
GRMZM2G052045_P01,185.7338079902329
GRMZM2G052102_P01,279.0521413903296
GRMZM2G052123_P01,83.72270680346318
GRMZM2G052515_P01,2509.664987089635
GRMZM2G052616_P01,3163.8767333882042
GRMZM2G052667_P01,962.08692970869
GRMZM2G054615_P01,1332.8023354525756
GRMZM2G055070_P01,680.2905196468653
GRMZM2G055180_P01,842.5685921127698
GRMZM2G055204_P01,1156.888474466648
GRMZM2G055243_P01,3045.280986378672
GRMZM2G055413_P01,183.116320596666
GRMZM2G056099_P02,294.1350878066422
GRMZM2G056600_P01,1340.494161787744
GRMZM2G058479_P01,639.620970255672
GRMZM2G059102_P03,228.5335627799266
GRMZM2G059851_P01,198.17078941187546
GRMZM2G059939_P02,849.7085340903442
GRMZM2G060000_P02,1312.9234455183782
GRMZM2G060109_P01,2439.0971008201554
GRMZM2G060206_P01,2150.4605219634886
GRMZM2G060216_P01,1199.04545989975
GRMZM2G060249_P01,6315.684693090676
GRMZM2G060290_P01,1508.3466521160844
GRMZM2G060444_P01,225262.99020313504
GRMZM2G060465_P01,4993.214067445234
GRMZM2G060507_P01,861.3927767428521
GRMZM2G060517_P01,1220.8346138111435
GRMZM2G060541_P01,11342.640721116899
GRMZM2G060876_P01,3074.217184549906
GRMZM2G061101_P01,22007.624035364104
GRMZM2G061487_P01,955.3008867306918
GRMZM2G062244_P01,11844.346478553389
GRMZM2G062391_P01,144.76366062801677
GRMZM2G064426_P02,28400.90559947909
GRMZM2G064466_P01,66.87759474874129
GRMZM2G066158_P01,1195.2996815302158
GRMZM2G066734_P01,6857.782450282365
GRMZM2G067171_P01,3973.77921086212
GRMZM2G067463_P01,1366.6605195898799
GRMZM2G067921_P01,31791.716338813363
GRMZM2G068330_P02,5321.076368846394
GRMZM2G068967_P01,804.6332085965239
GRMZM2G069028_P01,12477.724018140842
GRMZM2G069082_P01,614.4982744485421
GRMZM2G069126_P01,616.5850146654358
GRMZM2G069146_P01,734.7193674333424
GRMZM2G069274_P01,10504.069919965788
GRMZM2G069370_P01,258.75217495185785
GRMZM2G070849_P01,12457.575774388215
GRMZM2G071620_P01,176.71936822130615
GRMZM2G072582_P02,2406.847704242867
GRMZM2G073047_P01,1587.39620389524
GRMZM2G073357_P01,243.68147677386548
GRMZM2G073427_P02,964.8664867801023
GRMZM2G073892_P01,5680.54051235242
GRMZM2G074373_P01,14354.33637435347
GRMZM2G074645_P01,172.4751052805668
GRMZM2G076272_P01,119.53727779128829
GRMZM2G076602_P01,9249.605044359885
GRMZM2G076852_P01,3950.2777100232324
GRMZM2G076896_P01,63258.638631598515
GRMZM2G077002_P01,777.2973078747326
GRMZM2G077124_P03,3711.1856676878847
GRMZM2G077181_P01,184.76996856330595
GRMZM2G077436_P01,12909.000679428922
GRMZM2G079365_P01,224.47841946785528
GRMZM2G079727_P01,200.38728484754992
GRMZM2G079768_P01,587.7169018658664
GRMZM2G079825_P01,1577.5850291364031
GRMZM2G080111_P01,2769.188576047652
GRMZM2G080509_P02,917.4355335722998
GRMZM2G080516_P01,743.7734734526382
GRMZM2G080731_P03,1037.8279301739312
GRMZM2G084264_P01,1307.2402794298985
GRMZM2G085678_P01,1603.0190695580104
GRMZM2G086072_P01,30427.758856167333
GRMZM2G086573_P01,1235.700405262304
GRMZM2G086880_P01,3416.2476463840117
GRMZM2G087059_P02,13776.721955171479
GRMZM2G087095_P01,192.53666526281745
GRMZM2G087267_P01,163.9075159114785
GRMZM2G087741_P01,1049.8145671027737
GRMZM2G087787_P01,1313.0863777222842
GRMZM2G087944_P01,962.0109469387405
GRMZM2G088140_P02,10655.975789083383
GRMZM2G088242_P01,4258.622209411965
GRMZM2G089406_P01,19843.17922039166
GRMZM2G089525_P01,1708.1223773145016
GRMZM2G089619_P01,1066.9684120450502
GRMZM2G089995_P01,853.1914554612085
GRMZM2G091020_P01,1118.7057572623478
GRMZM2G091527_P01,40459.95993951298
GRMZM2G091964_P01,4281.435264185162
GRMZM2G092137_P01,843.860340624516
GRMZM2G092609_P01,2135.1287939947383
GRMZM2G092694_P01,165.735169981395
GRMZM2G092916_P01,4610.412262042771
GRMZM2G093020_P02,31183.959422954762
GRMZM2G093595_P01,22747.633265950746
GRMZM2G094241_P01,1034.3428435234266
GRMZM2G094352_P01,4616.900957978888
GRMZM2G094935_P01,6281.459720187129
GRMZM2G095078_P01,17065.43158954428
GRMZM2G096016_P01,201.43824357595827
GRMZM2G097081_P01,25316.52917291741
GRMZM2G097182_P01,1686.9811632412345
GRMZM2G097349_P01,1908.2497871729518
GRMZM2G098696_P02,2518.3176093770408
GRMZM2G098904_P01,1664.8070878314668
GRMZM2G099319_P01,103.34740755590042
GRMZM2G099408_P01,738.6438393313591
GRMZM2G099577_P01,1745.4614797656886
GRMZM2G101058_P01,9301.325685613287
GRMZM2G103647_P01,1348.6695449526526
GRMZM2G104204_P01,10017.102177912635
GRMZM2G104260_P01,1296.8596616341777
GRMZM2G104390_P01,2272.1368153622016
GRMZM2G104866_P02,5461.45115449005
GRMZM2G105266_P01,2157.6653055573224
GRMZM2G105387_P02,285.763542144949
GRMZM2G105834_P01,3589.747334923996
GRMZM2G106591_P01,1047.390054460914
GRMZM2G106613_P01,14563.722311310541
GRMZM2G109987_P02,7919.272743341908
GRMZM2G110333_P01,1200.5334246800169
GRMZM2G111964_P01,95153.91521970328
GRMZM2G112483_P01,297.3409358499581
GRMZM2G113060_P01,884.5774027260219
GRMZM2G113078_P01,984.4248857092159
GRMZM2G113098_P01,4893.6304420549595
GRMZM2G114461_P01,1382.9823426082667
GRMZM2G114775_P01,149090.88929956855
GRMZM2G114820_P01,20172.118705175628
GRMZM2G116063_P01,1907.3845894935862
GRMZM2G116658_P01,981.9131056494576
GRMZM2G117164_P01,5012.5509726572
GRMZM2G117851_P01,3769.301086724075
GRMZM2G117961_P01,487.62287890848137
GRMZM2G118047_P01,4679.808184193535
GRMZM2G118063_P01,388.8754330578309
GRMZM2G118214_P01,1092.8114441010937
GRMZM2G118453_P01,6653.202054034225
GRMZM2G118870_P01,2286.9504731862094
GRMZM2G119865_P01,44259.50633012516
GRMZM2G119999_P01,1114.7999441693448
GRMZM2G120167_P01,1303.1231825243497
GRMZM2G120401_P01,1274.8822960795014
GRMZM2G122076_P01,3642.965242975478
GRMZM2G122750_P01,291.53547602888034
GRMZM2G122846_P01,2603.4272893962698
GRMZM2G122897_P01,528.8976401793717
GRMZM2G123119_P01,654.6130775020462
GRMZM2G123140_P01,1304.014979154195
GRMZM2G123461_P01,12752.112855135754
GRMZM2G124011_P01,2258.8887822543456
GRMZM2G124037_P01,571.7378196942353
GRMZM2G124524_P01,1586.6323875615083
GRMZM2G124540_P01,12251.883853556743
GRMZM2G124663_P01,3253.2652208345175
GRMZM2G125243_P01,7914.229078176597
GRMZM2G125294_P01,375.78067967459333
GRMZM2G125460_P01,1200.795231052225
GRMZM2G125934_P01,1262.5026885280852
GRMZM2G125969_P01,471.02856678372063
GRMZM2G125976_P01,153.8483994173754
GRMZM2G126170_P02,10686.611817425732
GRMZM2G126239_P01,1915.2846069745633
GRMZM2G126646_P01,6734.077457008382
GRMZM2G126808_P02,3797.1314014076074
GRMZM2G127101_P01,37573.12906225462
GRMZM2G127537_P01,35029.49179138595
GRMZM2G129247_P03,3327.7574255472027
GRMZM2G129674_P01,1208.238930412612
GRMZM2G129777_P01,3497.636258977046
GRMZM2G130127_P01,5909.462212861453
GRMZM2G130382_P01,176.21551055727846
GRMZM2G130442_P01,20394.56206738997
GRMZM2G130459_P01,1430.7141572803434
GRMZM2G131266_P01,1294.1504757526152
GRMZM2G131281_P01,732.8196390722584
GRMZM2G131340_P01,3122.153694123962
GRMZM2G131961_P01,87178.41734052137
GRMZM2G132223_P01,1593.2705453451215
GRMZM2G132367_P01,1551.2256728082907
GRMZM2G132868_P01,7582.873768276656
GRMZM2G132971_P01,219.79757458910234
GRMZM2G133331_P01,3348.2848532948283
GRMZM2G133568_P01,194.85141669302084
GRMZM2G133972_P01,12700.019476772288
GRMZM2G134260_P01,3000.935469904034
GRMZM2G135381_P01,674.1050008464906
GRMZM2G135447_P01,1194.0656232272247
GRMZM2G136266_P01,149.31828801432349
GRMZM2G136369_P01,16117.624391815516
GRMZM2G137046_P01,15318.55475689376
GRMZM2G137341_P01,859.3639414394963
GRMZM2G137387_P01,165.27628821181847
GRMZM2G137510_P03,241.04591797224535
GRMZM2G137532_P01,1285.3335562390066
GRMZM2G138340_P01,951.3382578472399
GRMZM2G138396_P01,4183.672008283633
GRMZM2G138967_P01,6887.084693677209
GRMZM2G139024_P01,64.24452038626447
GRMZM2G139082_P01,866.7381479054021
GRMZM2G139369_P01,4654.1883957671525
GRMZM2G139535_P02,400.1231295142432
GRMZM2G139740_P01,1344.5391912146779
GRMZM2G139765_P01,796.0355866070021
GRMZM2G139963_P01,2199.2359089100496
GRMZM2G140083_P01,12248.519353238073
GRMZM2G140669_P01,986.2264601845653
GRMZM2G141219_P03,11354.1472454058
GRMZM2G141638_P01,1090.5619153066646
GRMZM2G141679_P01,1538.0412928656972
GRMZM2G142179_P01,1450.9931525901975
GRMZM2G143071_P01,6360.2015328585085
GRMZM2G143392_P01,3182.9114072638336
GRMZM2G144196_P02,35715.87556278484
GRMZM2G145690_P01,1384.4223168207889
GRMZM2G146020_P02,228.86650969020224
GRMZM2G146028_P01,1173.2530766781124
GRMZM2G146688_P01,1207.7481956501895
GRMZM2G147716_P01,193.15036960985893
GRMZM2G148074_P01,3366.4629656605007
GRMZM2G148098_P01,77.02171386872868
GRMZM2G148333_P01,1337.1562264721783
GRMZM2G148693_P02,2312.5595722867356
GRMZM2G149040_P01,1614.2125360152272
GRMZM2G149150_P01,137.43443782136066
GRMZM2G149238_P02,59694.902270133134
GRMZM2G149756_P01,702.1411680383759
GRMZM2G151216_P01,170979.18997829742
GRMZM2G151295_P02,182.9791683477722
GRMZM2G151542_P01,809.5598283769115
GRMZM2G153127_P01,137592.51797098923
GRMZM2G153144_P01,4415.31122518855
GRMZM2G154641_P01,125.13560273403823
GRMZM2G156737_P01,1334.2167050912722
GRMZM2G157177_P01,4161.058830069528
GRMZM2G157722_P01,3101.988331760983
GRMZM2G158313_P01,212.39185668160192
GRMZM2G159134_P02,19556.32590344905
GRMZM2G159357_P01,387.7549399457223
GRMZM2G159431_P01,16402.162617991733
GRMZM2G159592_P01,1260.579957866884
GRMZM2G160517_P01,237721.21616189255
GRMZM2G160902_P01,1512.1812753615322
GRMZM2G160971_P01,703.5811369697801
GRMZM2G161009_P01,15482.333266843323
GRMZM2G161418_P05,6482.668103340847
GRMZM2G161435_P01,177.63334462130825
GRMZM2G161666_P01,162.16359600919623
GRMZM2G163200_P01,3515.3809864254554
GRMZM2G163641_P01,1993.940880951103
GRMZM2G163745_P01,66015.65099642027
GRMZM2G163761_P01,114.09024657001439
GRMZM2G165257_P01,1274.8822960795014
GRMZM2G165488_P01,168.0857279634497
GRMZM2G165972_P02,3655.607451627846
GRMZM2G166041_P01,3961.1624723721216
GRMZM2G166566_P01,4206.920760628685
GRMZM2G167576_P01,3667.000610922522
GRMZM2G168079_P01,16104.014692757775
GRMZM2G169382_P01,36418.42332438139
GRMZM2G170958_P01,1841.080001067232
GRMZM2G171179_P01,1333.771979778536
GRMZM2G171365_P01,21739.974689715782
GRMZM2G171370_P03,10325.472969089025
GRMZM2G171569_P01,12765.93994178112
GRMZM2G171650_P05,261.4107422448037
GRMZM2G171912_P02,4208.459767836786
GRMZM2G173090_P01,178.40512260257188
GRMZM2G173882_P01,16484.359714109196
GRMZM2G174834_P02,1329.5002570326938
GRMZM2G175280_P01,639.811698614734
GRMZM2G175856_P01,525.2977950312609
GRMZM2G175870_P01,246.29245923629446
GRMZM2G176175_P02,8726.271360880723
GRMZM2G176612_P02,13253.761928469039
GRMZM2G177046_P01,8563.915469301295
GRMZM2G178102_P01,16894.42134669088
GRMZM2G178741_P02,1667.9338080235088
GRMZM2G179121_P01,105567.28378907203
GRMZM2G179802_P02,848.4359814051509
GRMZM2G180847_P01,1262.9515733757448
GRMZM2G180947_P01,2948.3704531042354
GRMZM2G300924_P01,1121.5931930895897
GRMZM2G301485_P01,522.3755946459205
GRMZM2G306610_P01,1000.9365446440625
GRMZM2G307119_P01,1170.6846056459945
GRMZM2G307152_P01,1451.138168699006
GRMZM2G307397_P01,3359.483790104545
GRMZM2G307400_P01,1657.263457226997
GRMZM2G307823_P01,730.122880576822
GRMZM2G310368_P01,1133.213688850765
GRMZM2G311024_P02,6872.133732770623
GRMZM2G314546_P01,8625.232249681192
GRMZM2G315506_P01,12202.78940302147
GRMZM2G317160_P01,1261.4585087801397
GRMZM2G318412_P01,6228.257957048242
GRMZM2G320549_P02,140.70884409235268
GRMZM2G322672_P01,2314.436720376014
GRMZM2G324131_P01,13750.715581554772
GRMZM2G324390_P01,4039.905063072771
GRMZM2G325850_P01,2174.194177818497
GRMZM2G327059_P02,97.91471706956284
GRMZM2G328197_P01,1831.4281984929132
GRMZM2G332294_P01,1296.33349154325
GRMZM2G333565_P01,173.27346427141956
GRMZM2G334225_P01,219.84088072557049
GRMZM2G336766_P01,31703.21791773979
GRMZM2G337892_P01,930.8109321473556
GRMZM2G339751_P01,1715.3065427158788
GRMZM2G339848_P01,15018.255471180275
GRMZM2G342424_P01,8845.331044904258
GRMZM2G348307_P01,1050.6781889712302
GRMZM2G351018_P01,11832.005491688738
GRMZM2G351304_P01,5991.617987389144
GRMZM2G351330_P01,20068.686415176697
GRMZM2G353553_P01,398.45448567701976
GRMZM2G358796_P01,828.6879869552955
GRMZM2G360541_P01,41983.44363430474
GRMZM2G361611_P01,13183.31855865717
GRMZM2G361659_P01,129.04958812000515
GRMZM2G361842_P01,6586.527297107282
GRMZM2G363052_P01,4023.587349410764
GRMZM2G366264_P01,1005.8100026155579
GRMZM2G366434_P01,889.977369628628
GRMZM2G368491_P01,8325.63191676073
GRMZM2G369472_P01,666.7237779220517
GRMZM2G370026_P01,5408.403252481365
GRMZM2G370332_P02,31986.863243862834
GRMZM2G370777_P02,356.3930781454529
GRMZM2G375707_P01,1149.3611421980556
GRMZM2G376255_P01,1227.146038164562
GRMZM2G376708_P01,19921.058784489098
GRMZM2G378665_P01,126.62135862312489
GRMZM2G379005_P02,645.8003049991028
GRMZM2G379652_P01,1573.9016825545766
GRMZM2G380897_P01,21188.323237008448
GRMZM2G381441_P01,6440.448619521856
GRMZM2G381991_P01,9878.84745643842
GRMZM2G384339_P01,150.1052721828231
GRMZM2G384386_P01,1164.424902100275
GRMZM2G384528_P01,24424.05450504682
GRMZM2G385925_P02,59905.07619576856
GRMZM2G386273_P01,6229.66968147314
GRMZM2G386276_P01,1553.1842546161581
GRMZM2G396114_P01,22812.10599530192
GRMZM2G396451_P02,48851.75373458769
GRMZM2G396632_P01,1991.5935958703408
GRMZM2G397616_P01,2400.6183437738955
GRMZM2G398533_P01,1450.5559829958474
GRMZM2G399072_P02,1235.5675948463386
GRMZM2G400281_P01,1324.7343784273544
GRMZM2G402862_P01,4562.903147708217
GRMZM2G404769_P01,102.72339465032427
GRMZM2G404973_P03,1258.87082565735
GRMZM2G407631_P01,3938.995797285337
GRMZM2G409627_P01,730.122880576822
GRMZM2G415251_P01,5846.045928719802
