Protein,Betweenness
GRMZM2G013170_P01,1603.41107593771
GRMZM2G014720_P01,3312.8897474121686
GRMZM2G016802_P01,212.54370451402724
GRMZM2G017013_P01,1506.2153216219886
GRMZM2G017603_P01,141.2940536794976
GRMZM2G026189_P01,3260.723283684071
GRMZM2G028713_P01,2810.6464930939637
GRMZM2G029863_P01,496.9775266142057
GRMZM2G032602_P01,365.1830218001364
GRMZM2G032751_P01,309.3751327450694
GRMZM2G033519_P01,85370.46257933888
GRMZM2G035170_P01,1622.6253674063626
GRMZM2G036765_P01,16608.58055669309
GRMZM2G038388_P01,5899.182327657405
GRMZM2G039878_P01,95.82236382737285
GRMZM2G044724_P01,372.1522521512614
GRMZM2G045027_P01,22770.037357148674
GRMZM2G046024_P01,8621.78350753616
GRMZM2G047152_P01,412.4805735753535
GRMZM2G047652_P01,225.84969558714695
GRMZM2G050959_P01,321.9732940064844
GRMZM2G051502_P01,18656.388565175603
GRMZM2G054332_P01,8448.317115907044
GRMZM2G054946_P01,397624.85995980044
GRMZM2G060583_P01,416.00153305730004
GRMZM2G060714_P01,2105.1762928824774
GRMZM2G061742_P01,69.53304625042755
GRMZM2G063060_P01,53838.97356083936
GRMZM2G063162_P01,510.3904540860379
GRMZM2G064015_P01,178.34783354495136
GRMZM2G065692_P01,6357.458368986472
GRMZM2G067555_P01,2951.2661348937363
GRMZM2G069382_P01,685.1279668678635
GRMZM2G070305_P01,31318.086485479613
GRMZM2G074496_P01,70.67554819552832
GRMZM2G075631_P01,720.2064336576511
GRMZM2G076474_P01,496.10797630086915
GRMZM2G077068_P01,193.56410036698927
GRMZM2G077937_P01,41.1818150455099
GRMZM2G078013_P01,6111.48247353696
GRMZM2G079082_P01,526.1802988533026
GRMZM2G080594_P01,775.3377579867556
GRMZM2G081458_P01,69.55144817188003
GRMZM2G091088_P01,351.44474364113734
GRMZM2G091672_P01,717.405909359842
GRMZM2G091696_P01,415.6146393175874
GRMZM2G094664_P01,139.7436023958613
GRMZM2G097135_P01,352.91134529670705
GRMZM2G097813_P01,13.875510774322734
GRMZM2G098677_P01,198.93971050200068
GRMZM2G103186_P01,2057.2838651338943
GRMZM2G104384_P01,49341.466465824094
GRMZM2G104425_P01,45623.246131625645
GRMZM2G105428_P01,326.5090854751855
GRMZM2G109560_P01,46906.739506617996
GRMZM2G110894_P01,415.74548369806223
GRMZM2G116271_P01,12.145123648959249
GRMZM2G116335_P01,25.725351212260765
GRMZM2G120305_P01,1790.5761740848334
GRMZM2G128693_P01,13.875510774322734
GRMZM2G131609_P01,40352.60441848059
GRMZM2G132403_P01,1642.5946372486355
GRMZM2G136513_P01,645.5453643705266
GRMZM2G142680_P01,179.4957067493637
GRMZM2G148962_P01,29467.639395968938
GRMZM2G150179_P01,23750.948053744614
GRMZM2G157481_P01,37447.36271985062
GRMZM2G157564_P02,6882.312175977123
GRMZM2G162098_P01,574.1030610130547
GRMZM2G163860_P01,345.34550591724405
GRMZM2G167049_P01,265.5164036746642
GRMZM2G169571_P01,13.875510774322734
GRMZM2G169584_P01,13.875510774322734
GRMZM2G173647_P01,619.6831492773275
GRMZM2G178704_P01,349.5944895665753
GRMZM2G180244_P01,412.7161994746146
GRMZM2G180254_P01,161.19045539681477
GRMZM2G302279_P01,105.24574187014085
GRMZM2G304049_P01,143.3053393046521
GRMZM2G306727_P01,166.0094409309331
GRMZM2G308064_P01,159.86093973068802
GRMZM2G322748_P01,410.1030502316447
GRMZM2G327659_P01,171.82237280274106
GRMZM2G333659_P01,252.9328007808419
GRMZM2G334584_P01,88.92775946355502
GRMZM2G354711_P01,52.22542027382011
GRMZM2G379770_P01,486.2863958894325
GRMZM2G381429_P01,357.536346882959
GRMZM2G382273_P01,364.4222638789605
GRMZM2G382918_P01,766.3413660568045
GRMZM2G396357_P01,467.16823482593634
GRMZM2G397557_P01,484.31325658817804
GRMZM2G397785_P01,784.7156230760811
GRMZM2G403151_P01,144.1690798024073
GRMZM2G403407_P01,2515.1029790863663
GRMZM2G410975_P01,194.82041817235796
GRMZM2G424908_P01,1796.6723915389937
GRMZM2G437314_P01,24705.385743431958
GRMZM2G443525_P01,131.15394483798696
GRMZM2G443939_P02,1021.5426201162829
GRMZM2G444543_P01,101016.64575153776
GRMZM2G444845_P01,2379.077310684527
GRMZM2G448282_P01,10766.963066358847
GRMZM2G450496_P01,130.1014801015753
GRMZM2G450937_P07,28804.39499284455
GRMZM2G452717_P01,10.954048314945371
GRMZM2G452954_P01,437.5623801263755
GRMZM2G454039_P01,6094.454328681926
GRMZM2G455909_P01,2934.428660499808
GRMZM2G456669_P01,42726.831276344696
GRMZM2G461269_P01,500.1117048147286
GRMZM2G467147_P01,10.897145589050105
GRMZM2G469414_P01,434.47596693468284
GRMZM2G474092_P01,281.7717508769204
GRMZM2G474777_P01,44688.39603476074
GRMZM2G703490_P01,2288.1410088617745
GRMZM5G819919_P01,44278.53172961642
GRMZM5G827121_P01,95.13941353447883
GRMZM5G827455_P01,4560.263974186852
GRMZM5G836471_P07,10370.084405374604
GRMZM5G837251_P01,476.1953119766382
GRMZM5G879178_P01,87.1048993355816
GRMZM5G880361_P01,176.2831949168713
GRMZM5G898898_P01,608.0969936946955
AC155376.2_FGP004,1937.1899048370615
AC194350.3_FGP001,134797.49259458896
GRMZM2G010136_P01,6625.034719631704
GRMZM2G022820_P01,21863.811319575907
GRMZM2G030128_P01,18536.573557972373
GRMZM2G040965_P01,94.9388509614758
GRMZM2G043530_P01,909.2745187812778
GRMZM2G044055_P01,169.480649987714
GRMZM2G045257_P01,1704.8948718428496
GRMZM2G047310_P02,409.4483669426006
GRMZM2G057247_P01,89620.52079047599
GRMZM2G074361_P01,163.7399941745356
GRMZM2G075921_P01,1375.2303350630582
GRMZM2G079668_P01,93637.14852795494
GRMZM2G081322_P01,359.5205222549207
GRMZM2G090693_P01,1815.2399240649079
GRMZM2G096596_P01,1287.0691830871194
GRMZM2G097426_P01,41501.75430190418
GRMZM2G109586_P01,6208.441284575128
GRMZM2G111201_P01,81.91852521814461
GRMZM2G111475_P01,19179.137942535584
GRMZM2G114619_P01,178.8362122849455
GRMZM2G132486_P01,132.70676186684037
GRMZM2G132810_P01,23.872078679924762
GRMZM2G140455_P01,83.64714396750622
GRMZM2G142779_P01,72056.10589218083
GRMZM2G145376_P02,726.2628071291006
GRMZM2G149481_P01,1323.9632860519162
GRMZM2G150166_P01,1268.6038667315477
GRMZM2G151237_P01,93.7856286058518
GRMZM2G157812_P01,23978.063594010244
GRMZM2G174246_P01,290.8623702045463
GRMZM2G178996_P01,30.2329980075326
GRMZM2G180988_P02,464.35724967308926
GRMZM2G307567_P01,1330.8574210916056
GRMZM2G314660_P02,16979.710936817093
GRMZM2G353718_P01,27993.028598389003
GRMZM2G358693_P02,162.80235035812393
GRMZM2G359566_P01,346.5687957838722
GRMZM2G414002_P01,20062.034893717686
GRMZM2G417410_P01,109.28047690691737
GRMZM2G417658_P01,889.1516972413432
GRMZM2G421791_P01,65.8855440572839
GRMZM2G429928_P01,560.6564154016178
GRMZM2G444762_P01,23853.7325630856
GRMZM5G864498_P01,246.28257256377813
GRMZM5G872264_P01,163.67055668636914
GRMZM5G876285_P01,250.13052797372634
GRMZM5G877388_P02,4333.515252954721
AC155496.2_FGP009,33205.95247977477
AC177936.6_FGP008,118.95721694767943
AC212859.3_FGP007,7.9749967625387095
GRMZM2G004475_P02,553.2571407761742
GRMZM2G006424_P01,8018.366260837605
GRMZM2G009106_P01,31219.347381276577
GRMZM2G017089_P01,6624.998509519028
GRMZM2G027750_P01,129.66488092896685
GRMZM2G029307_P01,399.31742713872103
GRMZM2G032562_P01,1925.8293615787259
GRMZM2G035341_P02,2751.7365234372865
GRMZM2G051790_P03,173.17042411390432
GRMZM2G055785_P02,1325.1122070544504
GRMZM2G059282_P01,5212.179066928306
GRMZM2G059865_P01,1303.6874733033862
GRMZM2G061681_P01,49221.043496260165
GRMZM2G072506_P01,12976.337336684763
GRMZM2G088736_P01,16100.196386274618
GRMZM2G097904_P01,1213.2538728256516
GRMZM2G098078_P02,55013.97394617119
GRMZM2G101446_P01,430974.9188011385
GRMZM2G104920_P03,566268.868095115
GRMZM2G109725_P03,1427.9662543893023
GRMZM2G111491_P01,36603.73332159711
GRMZM2G121313_P01,112.97318620955967
GRMZM2G126253_P01,238.31289301792435
GRMZM2G126795_P01,302108.84785516624
GRMZM2G126956_P01,0.0
GRMZM2G140082_P02,60333.362322652094
GRMZM2G142825_P01,345.18733573943814
GRMZM2G145756_P01,57825.13531245968
GRMZM2G166089_P05,14919.007716791355
GRMZM2G166694_P04,0.0
GRMZM2G168886_P01,28817.73044090694
GRMZM2G179662_P01,52401.766782419145
GRMZM2G320606_P01,5360.350321429523
GRMZM2G380184_P01,194102.5093748433
GRMZM2G402002_P01,99446.46425436214
GRMZM2G416964_P01,239.0538621354293
GRMZM2G704093_P02,930.1963335187799
AC155622.2_FGP001,14313.696844905055
AC197246.3_FGP001,49295.22495877943
AC198725.4_FGP007,2732.3731806183673
AC205677.3_FGP001,812.9653247189607
AC218932.3_FGP009,38867.95578987346
GRMZM2G000645_P01,10389.857323590517
GRMZM2G001953_P01,62049.51874905946
GRMZM2G003022_P01,1602.682050806599
GRMZM2G003124_P04,2136.5935165011056
GRMZM2G008638_P01,1678.7946141780074
GRMZM2G010054_P01,14373.847322029036
GRMZM2G011101_P01,358.7036944431642
GRMZM2G012501_P01,1095.734117706245
GRMZM2G017421_P01,2663.916624481358
GRMZM2G018619_P01,80771.29366243146
GRMZM2G019119_P01,59125.84948305501
GRMZM2G019236_P01,3353.4873658763718
GRMZM2G020544_P01,9374.664380222774
GRMZM2G023008_P01,13597.281385778822
GRMZM2G028929_P02,19278.63363969695
GRMZM2G029077_P01,5353.271906275864
GRMZM2G030144_P01,6349.483817502377
GRMZM2G031677_P01,3367.9160728920083
GRMZM2G034572_P01,38665.04183328911
GRMZM2G036034_P01,5877.571344462963
GRMZM2G040247_P01,14190.658587036545
GRMZM2G040902_P01,25864.54333860313
GRMZM2G042089_P01,11009.766290898122
GRMZM2G044368_P01,111174.9003690528
GRMZM2G044527_P01,383712.5510062379
GRMZM2G045987_P01,12096.196168372637
GRMZM2G049641_P01,403.9846764508769
GRMZM2G054210_P02,2778.5073693788963
GRMZM2G061280_P02,52256.309219978124
GRMZM2G061446_P01,2656.5185407893387
GRMZM2G061900_P01,75761.6771278579
GRMZM2G061912_P01,580303.7021176198
GRMZM2G063775_P01,2628.7875150716886
GRMZM2G069458_P01,68309.93741989325
GRMZM2G073630_P01,2352.2519615878723
GRMZM2G075680_P01,2266.6799320702266
GRMZM2G075719_P02,37703.505629629886
GRMZM2G081745_P01,7571.914478509193
GRMZM2G083518_P01,1387.964921598941
GRMZM2G086136_P01,425.0385419323538
GRMZM2G092741_P01,571.5228770127605
GRMZM2G093186_P01,47585.866716830205
GRMZM2G094699_P01,341.91781751859435
GRMZM2G095124_P01,26575.755883714028
GRMZM2G095348_P01,13130.017598645702
GRMZM2G095810_P01,2067.791778749229
GRMZM2G097746_P01,19520.23053993435
GRMZM2G100505_P01,49760.36068263457
GRMZM2G101938_P01,148308.96145205694
GRMZM2G106140_P01,1165.1277501522745
GRMZM2G106218_P01,416.9583448847034
GRMZM2G112782_P02,323.46314583487236
GRMZM2G115775_P01,50546.629597567306
GRMZM2G122532_P01,4.703457761565231
GRMZM2G122805_P01,75337.91316809584
GRMZM2G124732_P01,52635.77638910342
GRMZM2G124886_P01,31456.514447163423
GRMZM2G127648_P01,47712.29346466362
GRMZM2G131525_P01,172571.98032182132
GRMZM2G137236_P01,4373.732481949367
GRMZM2G137984_P01,24972.605555506838
GRMZM2G141587_P01,36541.84202691575
GRMZM2G143354_P01,4989.6779410342315
